id,field,old,new,confidence
195,publisher,Vikas Pub.house,Vikas Publishing House,high
196,title,Birds Of The Indian Subcontinental,A Field Guide to the Birds of the Indian Subcontinent,high
196,author,"Kazmierezak , Krys",Krys Kazmierczak,high
196,publisher,Bloomsbury Books,Bloomsbury,high
197,title,My Bleeding Pubjab,My Bleeding Punjab,high
197,publisher,Ubspd,UBSPD,high
198,title,A History Of English Litrature,A History of English Literature,medium
198,author,"Singh , t",T. Singh,medium
198,publisher,Student Store Delhi,"Student Store, Delhi",medium
199,author,"Khanna, M.L.",M. L. Khanna,medium
199,publisher,Bright Career Inst.new Delhi,"Bright Career Institute, New Delhi",medium
200,title,The Night Train At Deoliand Other Stories,The Night Train at Deoli and Other Stories,high
201,title,The Art Of Social Media,The Art of Social Media,high
201,author,"Kawasaki , guy",Guy Kawasaki,high
202,title,The Stories Of Philosphy,The Story of Philosophy,high
202,author,"Durant, will",Will Durant,high
202,publisher,Pocket Books New York,"Pocket Books, New York",high
203,title,Miracle Of Love Story Of Neem Karoli,Miracle of Love: Stories about Neem Karoli Baba,medium
203,author,Sri Kainchi Hanuman Mandir,Ram Dass,medium
203,publisher,Kanchi Hanuman Mandir,Sri Kainchi Hanuman Mandir,medium
203,language,Hindi,English,medium
204,author,Moro Javier,Javier Moro,high
204,publisher,Full Circle Pub.delhi,"Full Circle Publishing, Delhi",high
204,language,Hindi,English,high
205,title,Scion Of Ikshvasu,Scion of Ikshvaku,high
205,author,Amish,Amish Tripathi,high
205,publisher,Westland Ltd.chennai,"Westland, Chennai",high
206,title,Thinking Fast And Slow,"Thinking, Fast and Slow",high
206,author,Kahneman Daniel,Daniel Kahneman,high
207,title,Advantage India,Advantage India: From Challenge to Opportunity,high
207,author,Abdul Kalam A.P.J.,A. P. J. Abdul Kalam,high
207,publisher,Harper Collins India,HarperCollins India,high
208,title,Leeves Takes Charge,Jeeves Takes Charge,high
208,author,Wodehouse P.G,P. G. Wodehouse,high
208,publisher,Rupa And Company,Rupa and Company,high
209,author,Maclean Alistair,Alistair MacLean,high
209,publisher,Farcah Pub Greenwich,"Fawcett Publications, Greenwich",high
209,language,Hindi,English,high
210,title,The Future Prophecies Of Nostradamus,The Further Prophecies of Nostradamus,medium
210,author,Cheetham Erika ED.,Erika Cheetham (Ed.),medium
211,title,The Davinci Code : A Novel,The Da Vinci Code: A Novel,high
211,author,Brown Dan,Dan Brown,high
211,publisher,Derubleday Usa,"Doubleday, USA",high
212,author,Archer Jeffrey,Jeffrey Archer,high
213,title,Paths Glory,Paths of Glory,high
213,author,Archer Jeffrey,Jeffrey Archer,high
214,title,Gone With The Wind,Gone with the Wind,high
214,author,Mitchel Margret,Margaret Mitchell,high
214,publisher,Warner Books Usa,"Warner Books, USA",high
215,title,How To Solve Your People Problem,How to Solve Your People Problems,medium
215,author,Allen Jane,Jane Allan,medium
217,title,The Tcs Story And Beyond,The TCS Story and Beyond,high
217,author,Ramadorai S,S. Ramadorai,high
218,title,Great Ideas In Management,Great Ideas in Management,medium
218,author,Parkinson Northcote,C. Northcote Parkinson,medium
218,publisher,India Book House Bombay,"India Book House, Bombay",medium
219,title,Makers Of Modern India,Makers of Modern India,high
219,author,Guha Ram Chandra ED.,Ramachandra Guha (Ed.),high
220,title,Olympus : An Indian Retelling Of The Greek Myth,Olympus: An Indian Retelling of the Greek Myths,high
220,author,Pattanaik Decduh,Devdutt Pattanaik,high
221,author,Oxford University Press,Jim Corbett,high
222,title,The Last King In India : Wajid Ali Shah,The Last King in India: Wajid Ali Shah,high
222,author,Rosiel Lawellyn Johns,Rosie Llewellyn-Jones,high
222,publisher,Random House Landon,"Random House, London",high
223,title,An Era Of Darkness British Empires In India,An Era of Darkness: The British Empire in India,high
223,author,"Tharoor , Shashi",Shashi Tharoor,high
223,publisher,Rupa And Company,Aleph Book Company,high
224,title,Love In The Time Of Cholera,Love in the Time of Cholera,high
224,author,Tyler Anne,Gabriel Garcia Marquez,high
225,title,What Not To Write,What Not to Write: A Guide to the Dos and Don'ts of Good English,high
225,author,Viva Book Pvt Ltd,Kay Sayce,high
225,publisher,Viva Books Pvt Ltd New Delhi,"Viva Books, New Delhi",high
226,title,Unthing,Unthink,high
226,author,Paley Chris,Chris Paley,high
227,title,The Guns Of Navarone,The Guns of Navarone,high
227,author,Maclean Alistair,Alistair MacLean,high
227,publisher,Harper Collins India,HarperCollins India,high
228,title,A Biography Of Sunil Manohar Gavaska,SMG: A Biography of Sunil Manohar Gavaskar,high
228,author,Prabhudesai Devendra,Devendra Prabhudesai,high
228,publisher,Rupa And Company,Rupa and Company,high
229,title,Desent Into Chaos,Descent into Chaos,high
229,author,Rashid Ahmed,Ahmed Rashid,high
231,author,Sethi J.D,J. D. Sethi,high
231,publisher,Vikas Pub.house,Vikas Publishing House,high
231,language,Hindi,English,high
232,title,Rabindranath Togore Selected Short Stories,Rabindranath Tagore: Selected Short Stories,high
232,author,Penguin Books,Rabindranath Tagore,high
233,title,A Area Of Darkness,An Area of Darkness,high
233,author,Naipaul V.S,V. S. Naipaul,high
234,title,Iacocca An Autobiography,Iacocca: An Autobiography,high
234,publisher,Bantam Book New York,"Bantam Books, New York",high
235,title,Mary Lives Mary Masters,"Many Lives, Many Masters",high
235,publisher,Simon And Schuster New York,"Simon and Schuster, New York",high
236,title,I Dove : Kiran Bedi,I Dare! Kiran Bedi: A Biography,high
236,author,Dongwal Permesh,Parmesh Dangwal,high
236,publisher,Ubspd,UBSPD,high
236,language,Hindi,English,high
237,title,The Age Of Stagnation,The Age of Stagnation,high
237,author,"Das, satyajit",Satyajit Das,high
237,publisher,Tranguebar Press New Delhi,"Tranquebar Press, New Delhi",high
238,title,Girt: The Power Of Passion And Perseverance,Grit: The Power of Passion and Perseverance,high
238,author,Duckworth Angela,Angela Duckworth,high
239,title,Deography Of Genius,The Geography of Genius,high
239,author,Weiner Eric,Eric Weiner,high
239,publisher,Simon And Schuster New York,"Simon and Schuster, New York",high
240,title,All The Prime Minister Man,All the Prime Minister's Men,high
240,author,Thakur Janarden,Janardan Thakur,high
240,publisher,Vikas Pub.house,Vikas Publishing House,high
241,author,Randhawa M.S.,M. S. Randhawa,high
241,publisher,Vikas Pub.house,Vikas Publishing House,high
241,language,Hindi,English,high
242,title,Nur Jahan And Jahagir,Nur Jahan and Jahangir,high
242,author,Caunlin Robert,Robert Caunter,high
242,publisher,Susil Gupta India Culcatta,"Susil Gupta, Calcutta",high
243,title,The Art Of Seduction: 24 Laws Of Persuasion,The Art of Seduction: 24 Laws of Persuasion,high
243,author,Rober Green,Robert Greene,high
243,publisher,Viva Books Pvt Ltd New Delhi,"Viva Books, New Delhi",high
244,title,"Pleading, drafting & Conveyancing","Pleading, Drafting and Conveyancing",medium
244,author,"Chaturvedi, r.n.",R. N. Chaturvedi,medium
244,language,Hindi,English,medium
245,title,Selected Constitutions,Select Constitutions,medium
245,author,"Kapur, arup Chand",Anup Chand Kapur,medium
245,publisher,S.chand And Company New Delhi,"S. Chand and Company, New Delhi",medium
246,title,Transfer Of Property Act,The Transfer of Property Act,medium
246,author,"Shukla, s.n.",S. N. Shukla,medium
247,title,The Limitation Act 1963,"The Limitation Act, 1963",medium
247,author,"Pandey, d.n.r.",D. N. R. Pandey,medium
248,title,Law Relating To Women Child Act,Law Relating to Women and Children,medium
248,author,"Mishra, o.p.",O. P. Mishra,medium
249,author,"Agarwal, r.k.",R. K. Agarwala,high
249,language,Hindi,English,high
250,title,Mohammeden Law,Mohammedan Law,high
250,author,"Ahmad, aqil",Aqil Ahmad,high
250,language,Hindi,English,high
251,title,The Wonder That Was India Vol. II,"The Wonder That Was India, Vol. II",high
251,author,"Rizvi, s.a.a.",S. A. A. Rizvi,high
251,publisher,Rupa & CO.,Rupa & Co.,high
252,title,The Sulatanate Of Delhi(1200-1526 Ad),The Sultanate of Delhi (1200-1526 A.D.),high
252,author,"Srivastava, a.l.",A. L. Srivastava,high
252,publisher,Shivlal Agarwal,Shiva Lal Agarwala,high
253,author,Mcmillan,Macmillan,medium
253,publisher,Macmillan India Delhi,"Macmillan India, Delhi",medium
255,title,A Tale Told By An Idiot,A Tale Told by an Idiot,high
255,author,"Noronha, r.p.",R. P. Noronha,high
255,publisher,Vikas Pub.house,Vikas Publishing House,high
255,language,Hindi,English,high
256,title,Great Cases Of Interpole,Great Cases of Interpol,high
256,author,Reader Digest,Reader's Digest,high
256,publisher,Reader Digest,Reader's Digest,high
257,title,Animal On A Padestal,Animals on a Pedestal,high
257,author,Raduga Publishers,Yuri Dmitriyev,high
257,publisher,"Raduga Pubs, moscow","Raduga Publishers, Moscow",high
257,language,Hindi,English,high
258,title,Harry Potter & Half Blood Prince,Harry Potter and the Half-Blood Prince,high
258,author,Rowling J.K,J. K. Rowling,high
258,publisher,Bloomsbury Books,Bloomsbury,high
259,title,Birds Of Prey,Birds of Prey,high
259,author,"Smith, wilber",Wilbur Smith,high
260,title,Dark Diversion,Dark Diversions,high
260,author,"Ralston Saul, john",John Ralston Saul,high
261,title,Upon The Old Wall Dreaming,Upon an Old Wall Dreaming: More of My Favourite Stories and Sketches,high
261,publisher,Rupa Publication New Delhi,"Rupa Publications, New Delhi",high
262,publisher,Asa Pubs New Delhi,"ASA Publications, New Delhi",high
262,language,Hindi,English,high
263,author,"Hesse, hermann",Hermann Hesse,high
263,publisher,Rupa & CO.,Rupa & Co.,high
264,title,The Wisdom Of India,The Wisdom of India,high
264,author,"Yutang, lin",Lin Yutang (Ed.),high
264,publisher,Jaico Pub House Bombay,"Jaico Publishing House, Bombay",high
265,publisher,William Collins London,"William Collins, London",high
266,title,The Art Of War -sun Tzu,The Art of War,high
266,publisher,Wordworth,Wordsworth Editions,high
267,title,Delhi In Not Far,Delhi Is Not Far,high
268,title,The $ 100 Startup,The $100 Startup,high
268,author,"Gulleburry , chris",Chris Guillebeau,high
268,publisher,Mcmillan G.B,"Macmillan, Great Britain",high
269,author,Canning John (ed),John Canning (Ed.),high
269,publisher,Rupa And Company,Rupa and Company,high
270,title,The Children Of The New Forest,The Children of the New Forest,high
270,author,Marryant Fredrick,Frederick Marryat,high
270,publisher,S.chand And Company New Delhi,"S. Chand and Company, New Delhi",high
271,title,The Bridge Of Madison Country,The Bridges of Madison County,high
271,author,James Wallar Robert,Robert James Waller,high
271,publisher,Warner Books Usa,"Warner Books, USA",high
272,title,Acharya Navendra Dev,Acharya Narendra Deva,medium
273,author,Cussler Clive,Clive Cussler,high
274,author,Cussler Clive,Clive Cussler,high
274,publisher,Siman And Schuster,Simon and Schuster,high
274,language,Hindi,English,high
275,author,Cussler Clive,Clive Cussler,high
275,publisher,Siman And Schuster,Simon and Schuster,high
275,language,Hindi,English,high
277,author,Cussler Clive,Clive Cussler,high
277,publisher,Michal Joshph Penguin Books,Michael Joseph / Penguin Books,high
278,title,Vixen O3,Vixen 03,high
278,author,Cussler Clive,Clive Cussler,high
279,author,Cussler Clive,Clive Cussler,high
280,author,Cussler Clive,Clive Cussler,high
281,title,Mayday,Mayday!,high
281,author,Cussler Clive,Clive Cussler,high
281,publisher,Warner Books Usa,Warner Books,high
281,language,Hindi,English,high
282,author,Cussler Clive,Clive Cussler,high
282,publisher,Pocket Books New York,"Pocket Books, New York",high
283,title,The Interpretation Of Murder,The Interpretation of Murder,high
283,author,Rubenfeld Jed,Jed Rubenfeld,high
283,publisher,Headline Pubs,Headline,high
284,title,I Will Take Manhattan,I'll Take Manhattan,high
284,author,Krantz Judith,Judith Krantz,high
285,author,Grisham John,John Grisham,high
286,title,Sita : Worrior Of Milhila,Sita: Warrior of Mithila,high
286,author,Amish,Amish Tripathi,high
286,publisher,Westland Ltd.chennai,"Westland, Chennai",high
287,title,Stranger Then Ever,Stranger Than Ever,high
287,author,Cooling Wandy,Wendy Cooling (ed.),high
287,publisher,Dolphin G.B,Dolphin,high
287,language,Hindi,English,high
288,title,Brisinger-inheritance,Brisingr (Inheritance Cycle Book 3),high
288,author,Paolini Chistopher,Christopher Paolini,high
288,publisher,Doubledoy Co.usa,Doubleday,high
288,language,Hindi,English,high
289,title,Sanatan Kriya: 51 Miracles & A Haunting,Sanatan Kriya: 51 Miracles... And a Haunting,medium
289,author,Yogi Ashwani,Yogi Ashwini,medium
289,language,Hindi,English,medium
291,title,The Secret Of Nagas,The Secret of the Nagas,high
291,author,Amish,Amish Tripathi,high
291,publisher,Westland Ltd.chennai,"Westland, Chennai",high
292,author,Moravia Alberto,Alberto Moravia,high
292,publisher,Rupa & CO.,Rupa & Co.,high
293,title,I Shall Not Hear The Nightingale,I Shall Not Hear the Nightingale,high
293,publisher,Ibh Pubs Co.bombay,"IBH Publishing Co., Bombay",high
294,title,In High Pleces,In High Places,high
294,author,Hailay Arthur,Arthur Hailey,high
294,publisher,Rupa & CO.,Rupa & Co.,high
295,title,To Kill A Mocking Bird,To Kill a Mockingbird,high
295,publisher,Warner Books Usa,Warner Books,high
296,author,Ross Clarissa,Clarissa Ross,high
296,publisher,Dorchester Pub New York,"Dorchester Publishing, New York",high
296,language,Hindi,English,high
297,title,Battle For Bittora,Battle for Bittora,high
297,author,Chauhan Anuja,Anuja Chauhan,high
297,publisher,Harper Collins India,HarperCollins India,high
298,title,Those In Peril,Those in Peril,high
298,author,Smith Wilbur,Wilbur Smith,high
299,author,Collins Jackie,Jackie Collins,high
299,publisher,Rupa & CO.,Rupa & Co.,high
300,author,Hayer Georgelte,Georgette Heyer,high
301,author,Smith Wilbur,Wilbur Smith,high
302,author,Rajagopalachari C,C. Rajagopalachari,high
302,publisher,Bhartiya Vidhya Bhawan,Bharatiya Vidya Bhavan,high
302,language,Hindi,English,high
303,publisher,Harper Collins India,HarperCollins India,high
304,title,A Place Called Freadom,A Place Called Freedom,high
304,author,Follett Ken,Ken Follett,high
304,publisher,Macmillan India Delhi,"Macmillan India, Delhi",high
305,author,Follett Ken,Jeffrey Archer,high
305,publisher,Macmillan India Delhi,"Macmillan India, Delhi",high
306,title,Kane & Abel,Kane and Abel,high
306,author,Follett Ken,Jeffrey Archer,high
306,publisher,Macmillan India Delhi,"Macmillan India, Delhi",high
307,author,Follett Ken,Ken Follett,high
308,title,Nightmore Tales,The Rupa Book of Nightmare Tales,high
308,author,Ruskin Bond,Ruskin Bond (ed.),high
308,publisher,Rupa & CO.,Rupa & Co.,high
309,author,Greene Robert,Robert Greene,high
310,title,The Calcultta Chromosome - Novel,The Calcutta Chromosome,high
310,author,Ghosh Amitav,Amitav Ghosh,high
311,title,The Power Of Your Subconscious Mind,The Power of Your Subconscious Mind,high
311,author,Murphy Joshph,Joseph Murphy,high
311,publisher,Pocket Books New York,"Pocket Books, New York",high
313,title,Force 10 From Navarone,Force 10 from Navarone,high
313,author,Maclean Alistair,Alistair MacLean,high
313,publisher,Harper Collins India,HarperCollins India,high
314,title,The Affairs Of The Chip Harrison,The Affairs of Chip Harrison,high
314,author,Block Lawrence,Lawrence Block,high
315,title,Thrill,Thrill!,high
315,author,Collins Jackie,Jackie Collins,high
316,title,A Tale Of Two Cites,A Tale of Two Cities,high
316,author,Dickens Charles,Charles Dickens,high
316,publisher,Rupa & CO.,Rupa & Co.,high
317,title,My God In A Juvenil Delinquent,My God Is a Juvenile Delinquent,medium
317,author,Bharucha Rizbeh,Ruzbeh N. Bharucha,medium
318,title,Murder On The Orient Express,Murder on the Orient Express,high
318,publisher,Harper Collins India,HarperCollins India,high
319,title,The Code Of The Woodters,The Code of the Woosters,high
319,author,Wodehouse P.G.,P.G. Wodehouse,high
320,title,The Unbearable Lightness Of Being,The Unbearable Lightness of Being,high
320,author,Kundera Milan,Milan Kundera,high
320,publisher,Faber And Faber Landon,"Faber and Faber, London",high
321,title,The Tales Of Two Cities,A Tale of Two Cities,high
321,author,Dickens Charles,Charles Dickens,high
321,publisher,Wordworth,Wordsworth Editions,high
322,author,Gorky Maxim,Maxim Gorky,high
322,publisher,Progreen Pubs Moscow,"Progress Publishers, Moscow",high
322,language,Hindi,English,high
323,title,Joke Book III,Khushwant Singh's Joke Book 3,high
323,publisher,Orient Paperback Delhi,"Orient Paperbacks, Delhi",high
324,title,The Short Novels,The Short Novels of John Steinbeck,high
324,author,Steinback John,John Steinbeck,high
324,publisher,Heinemann Landon,"Heinemann, London",high
325,author,Obama Barack,Barack Obama,high
325,publisher,Canongate Landon,"Canongate, London",high
326,title,The Defence Of Duffer's Drift,The Defence of Duffer's Drift,high
326,author,Swintan Ernest Sir,Ernest Swinton,high
326,publisher,Book World Dehradun,"Book World, Dehradun",high
327,title,20 Tales From Shakespeare,Tales from Shakespeare,high
327,author,Charles & Mary Lamb,Charles and Mary Lamb,high
327,language,Hindi,English,high
328,title,And The Mountains Echoed,And the Mountains Echoed,high
328,author,"Hosseini , Khalid",Khaled Hosseini,high
328,publisher,Bloomsbury Books,Bloomsbury,high
329,title,Field Marshal Sam Manekshaw Soldering With Dignity,Field Marshal Sam Manekshaw: Soldiering with Dignity,high
329,publisher,Matras Pubs Dehradun,"Natraj Publishers, Dehradun",high
329,language,Hindi,English,high
330,title,The Kings General,The King's General,high
330,author,Maurier Daphne Du,Daphne du Maurier,high
331,title,In The House Of Brede,In This House of Brede,high
331,author,Goddan Rumer,Rumer Godden,high
332,title,The Day Of The Jackal,The Day of the Jackal,high
332,author,"Forsyth , Frederick",Frederick Forsyth,high
333,title,Train To Pakistan,Train to Pakistan,high
333,publisher,Grave Press,Grove Press,high
334,author,Ripley Alexander,Alexandra Ripley,high
334,publisher,Rupa & CO.,Rupa & Co.,high
335,title,David Baldacci,Hell's Corner,high
335,author,Corner Hells,David Baldacci,high
